id,generation,name_en,name_kr,type1,type2,species,height_m,weight_kg,base_exp,catch_rate,HP,Atk,Def,SpAtk,SpDef,spd,Tot,explanation_text,link
0076,1,Golem,딱구리,Rock,Ground,Megaton Pokemon,1.4,300.0,,,,,,,,,,"(Red&Blue)Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without damage., (Yellow)Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air., (Gold)It sheds its skin once a year. The discarded shell immediately hardens and crumbles away., (Silver)It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain., (Crystal)Its rock-like body is so durable, even high-powered dynamite blasts fail to scratch its rugged hide., (Ruby)GOLEM live up on mountains. If there is a large earthquake, these POKéMON will come rolling down off the mountains en masse to the foothills below., (Sapphire)GOLEM is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this POKéMON’s course., (FireRed)It is enclosed in a hard shell that is as rugged as slabs of rock. It sheds skin once a year to grow larger., (LeafGreen)Its boulder-like body is extremely hard. It can easily withstand dynamite blasts without taking damage., (Emerald)It is said to live in volcanic craters on mountain peaks. Once a year, it sheds its hide and grows larger. The shed hide crumbles and returns to the soil., (Diamond)It sheds its hide once a year. Its boulderlike body is so tough, even dynamite can’t harm it., (Pearl)It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves., (Platinum)Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year., (HeartGold)It sheds its skin once a year. The discarded shell immediately hardens and crumbles away., (SoulSilver)It is capable of blowing itself up. It uses this explosive force to jump from mountain to mountain., (Black&White)Even dynamite can’t harm its hard, boulderlike body. It sheds its hide just once a year., (Black 2&White 2)Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year., (X)It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves., (Y)Even dynamite can’t harm its hard, boulder-like body. It sheds its hide just once a year., (Omega Ruby)Golem live up on mountains. If there is a large earthquake, these Pokémon will come rolling down off the mountains en masse to the foothills below., (Alpha Sapphire)Golem is known for rolling down from mountains. To prevent them from rolling into the homes of people downhill, grooves have been dug into the sides of mountains to serve as guideways for diverting this Pokémon’s course., (Sun)Its body can survive dynamite blasts without a single scratch, but it hates rain and humidity., (Moon)Once a year, this Pokémon molts, and its shed shell returns to the soil. This process creates enriched soil, so farmers collect the shells., (Ultra Sun)When Golem grow old, they stop shedding their shells. Those that have lived a long, long time have shells green with moss., (Ultra Moon)It detonates its own body. The power from that explosion can propel it up steep mountain paths with amazing speed., (Let's Go Pikachu&Let's Go Eevee)Once it sheds its skin, its body turns tender and whitish. Its hide hardens when it’s exposed to air., (Brilliant Diamond)It sheds its hide once a year. Its boulder-like body is so tough, even dynamite can’t harm it., (Shining Pearl)It tumbles down mountains, leaving grooves from peak to base. Stay clear of these grooves., (Legends: Arceus)The rocklike shell is shed each year. The cast-off shell then crumbles, reverting to a mass of soil, which can be spread across fields to promote crop growth.",https://pokemondb.net/pokedex/golem
0077,1,Ponyta,포니타,Fire,,Fire Horse Pokemon,1.0,30.0,,,,,,,,,,"(Red&Blue)Its hooves are 10 times harder than diamonds. It can trample anything completely flat in little time., (Yellow)Capable of jumping incredibly high. Its hooves and sturdy legs absorb the impact of a hard landing., (Gold)It is a weak runner immediately after birth. It gradually becomes faster by chasing after its parents., (Silver)Its hind legs, which have harder-than-diamond hooves, kick back at any presence it senses behind it., (Crystal)Training by jumping over grass that grows longer every day has made it a world-class jumper., (Ruby&Sapphire)PONYTA is very weak at birth. It can barely stand up. This POKéMON becomes stronger by stumbling and falling to keep up with its parent., (FireRed)Its body is light, and its legs are incredibly powerful. It can clear Ayers Rock in one leap., (LeafGreen)Its hooves are ten times harder than diamond. It can trample anything completely flat in little time., (Emerald)A PONYTA is very weak at birth. It can barely stand up. Its legs become stronger as it stumbles and falls while trying to keep up with its parent., (Diamond)About an hour after birth, its fiery mane and tail grow out, giving it an impressive appearance., (Pearl)Its legs grow strong while it chases after its parent. It runs in fields and mountains all day., (Platinum)As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster., (HeartGold)It is a weak runner immediately after birth. It gradually becomes faster by chasing after its parents., (SoulSilver)Its hind legs, which have hooves that are harder than diamond, kick back at any presence it senses behind it., (Black&White&Black 2&White 2)As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster., (X)As a newborn, it can barely stand. However, through galloping, its legs are made tougher and faster., (Y)Its legs grow strong while it chases after its parent. It runs in fields and mountains all day., (Omega Ruby&Alpha Sapphire)Ponyta is very weak at birth. It can barely stand up. This Pokémon becomes stronger by stumbling and falling to keep up with its parent., (Let's Go Pikachu&Let's Go Eevee)Capable of jumping incredibly high. Its hooves and sturdy legs absorb the impact of a hard landing., (Sword)It can’t run properly when it’s newly born. As it races around with others of its kind, its legs grow stronger., (Shield)If you’ve been accepted by Ponyta, its burning mane is mysteriously no longer hot to the touch., (Brilliant Diamond)About an hour after birth, Ponyta’s fiery mane and tail grow out, giving the Pokémon an impressive appearance., (Shining Pearl)Its legs grow strong while it chases after its parents. It runs all day in fields and on mountains., (Legends: Arceus)These Pokémon live in herds out in the grassland. Newborn foals lack their fiery manes, which will develop about an hour after birth.",https://pokemondb.net/pokedex/ponyta
0078,1,Rapidash,날쌩마,Fire,,Fire Horse Pokemon,1.7,95.0,,,,,,,,,,"(Red&Blue)Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it., (Yellow)Just loves to run. If it sees something faster than itself, it will give chase at top speed., (Gold)At full gallop, its four hooves barely touch the ground because it moves so incredibly fast., (Silver)With incredible acceleration, it reaches its top speed of 150 mph after running just ten steps., (Crystal)It just loves to gallop. The faster it goes, the longer the swaying flames of its mane will become., (Ruby&Sapphire)RAPIDASH usually can be seen casually cantering in the fields and plains. However, when this POKéMON turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph., (FireRed)It can gallop at a top speed of 150 miles per hour. It can race as fast as a bullet train while ablaze., (LeafGreen)Very competitive, this POKéMON will chase anything that moves fast in the hopes of racing it., (Emerald)It usually canters casually in the fields and plains. But once a RAPIDASH turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph., (Diamond)It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow., (Pearl)It has astounding acceleration. From a standstill, it can reach top speed within 10 steps., (Platinum)When at an all-out gallop, its blazing mane sparkles, enhancing its beautiful appearance., (HeartGold)At full gallop, its four hooves barely touch the ground because it moves so incredibly fast., (SoulSilver)With incredible acceleration, it reaches its top speed of 150 mph after running just 10 steps., (Black&White&Black 2&White 2)When at an all-out gallop, its blazing mane sparkles, enhancing its beautiful appearance., (X)Very competitive, this Pokémon will chase anything that moves fast in the hopes of racing it., (Y)It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow., (Omega Ruby&Alpha Sapphire)Rapidash usually can be seen casually cantering in the fields and plains. However, when this Pokémon turns serious, its fiery manes flare and blaze as it gallops its way up to 150 mph., (Let's Go Pikachu&Let's Go Eevee)Just loves to run. If it sees something faster than itself, it will give chase at top speed., (Sword)This Pokémon can be seen galloping through fields at speeds of up to 150 mph, its fiery mane fluttering in the wind., (Shield)The fastest runner becomes the leader, and it decides the herd’s pace and direction of travel., (Brilliant Diamond)It gallops at nearly 150 mph. With its mane blazing ferociously, it races as if it were an arrow., (Shining Pearl)It has astounding acceleration. From a standstill, it can reach top speed within 10 steps., (Legends: Arceus)Fiery mane aglow, Rapidash darts like an arrow across the land. This prodigiously swift creature can traverse the vast region of Hisui in a day and a half.",https://pokemondb.net/pokedex/rapidash
0079,1,Slowpoke,야돈,Water,Psychic,Dopey Pokemon,1.2,36.0,,,,,,,,,,"(Red&Blue)Incredibly slow and dopey. It takes 5 seconds for it to feel pain when under attack., (Yellow)Incredibly slow and sluggish. It is quite content to loll about without worrying about the time., (Gold)It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day., (Silver)A sweet sap leaks from its tail’s tip. Although not nutritious, the tail is pleasant to chew on., (Crystal)It is always so absent-minded that it won’t react, even if its flavorful tail is bitten., (Ruby&Sapphire)SLOWPOKE uses its tail to catch prey by dipping it in water at the side of a river. However, this POKéMON often forgets what it’s doing and often spends entire days just loafing at water’s edge., (FireRed)It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail., (LeafGreen)Incredibly slow and dopey. It takes five seconds for it to feel pain when under attack., (Emerald)It catches prey by dipping its tail in water at the side of a river. But it often forgets what it is doing and spends entire days just loafing at water’s edge., (Diamond&Pearl&Platinum)Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten., (HeartGold)It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day., (SoulSilver)A sweet sap leaks from its tail’s tip. Although not nutritious, the tail is pleasant to chew on., (Black&White&Black 2&White 2)Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten., (X)It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail., (Y)It lazes vacantly near water. If something bites its tail, it won’t even notice for a whole day., (Omega Ruby&Alpha Sapphire)Slowpoke uses its tail to catch prey by dipping it in water at the side of a river. However, this Pokémon often forgets what it’s doing and often spends entire days just loafing at water’s edge., (Sun)Its long tail often breaks off. It doesn’t really feel any pain, though, and the tail grows back, so Slowpoke isn’t particularly bothered., (Moon)Alolan home cooking involves drying Slowpoke tails and then simmering them into a salty stew., (Ultra Sun)There are some places where Slowpoke is worshiped because of a long-standing belief that whenever Slowpoke yawns, it rains., (Ultra Moon)Although their tails, which fall off naturally, can easily be found lying around, they’re a precious ingredient for cooking., (Let's Go Pikachu&Let's Go Eevee)Incredibly slow and sluggish. It is quite content to loll about without worrying about the time., (Sword)Slow-witted and oblivious, this Pokémon won’t feel any pain if its tail gets eaten. It won’t notice when its tail grows back, either., (Shield)When this Pokémon’s tail is soaked in water, sweetness seeps from it. Slowpoke uses this trait to lure in and fish up other Pokémon., (Brilliant Diamond&Shining Pearl)Although slow, it is skilled at fishing with its tail. It does not feel pain if its tail is bitten., (Scarlet)It is incredibly slow and dopey. It takes five seconds for it to feel pain when under attack., (Violet)It is always vacantly lost in thought, but no one knows what it is thinking about. It is good at fishing with its tail.",https://pokemondb.net/pokedex/slowpoke
0080,1,Slowbro,야도란,Water,Psychic,Hermit Crab Pokemon,1.6,78.5,,,,,,,,,,"(Red&Blue)The SHELLDER that is latched onto SLOWPOKE’s tail is said to feed on the host’s left over scraps., (Yellow)Lives lazily by the sea. If the SHELLDER on its tail comes off, it becomes a SLOWPOKE again., (Gold)If the tail-biting SHELLDER is thrown off in a harsh battle, it reverts to being an ordinary SLOWPOKE., (Silver)Naturally dull to begin with, it lost its ability to feel pain due to SHELLDER’s seeping poison., (Crystal)An attached SHELLDER won’t let go because of the tasty flavor that oozes out of its tail., (Ruby&Sapphire)SLOWBRO’s tail has a SHELLDER firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes SLOWBRO to grudgingly swim and catch prey instead., (FireRed)When a SLOWPOKE went hunting in the sea, its tail was bitten by a SHELLDER. That made it evolve into SLOWBRO., (LeafGreen)The SHELLDER that latches onto SLOWPOKE’s tail is said to feed on the host’s leftover scraps., (Emerald)Its tail has a SHELLDER firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This forces it to reluctantly swim and catch prey., (Diamond&Pearl&Platinum)Though usually dim witted, it seems to become inspired if the SHELLDER on its tail bites down., (HeartGold)If the tail-biting SHELLDER is thrown off in a harsh battle, it reverts to being an ordinary SLOWPOKE., (SoulSilver)Naturally dull to begin with, it lost its ability to feel pain due to SHELLDER’s seeping poison., (Black&White&Black 2&White 2)Though usually dim witted, it seems to become inspired if the Shellder on its tail bites down., (X)An attached Shellder won’t let go because of the tasty flavor that oozes out of its tail., (Y)When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro., (Omega Ruby&Alpha Sapphire)Slowbro’s tail has a Shellder firmly attached with a bite. As a result, the tail can’t be used for fishing anymore. This causes Slowbro to grudgingly swim and catch prey instead., (Sun)It spaces out while gazing at the sea. With Shellder’s poison flowing through its body, it becomes even spacier., (Moon)Whenever Shellder bites down hard on its tail, it gives Slowbro a flash of inspiration...which it forgets a moment later., (Ultra Sun)Spacing out is basically all it does. It turns back into Slowpoke if its tail, along with Shellder, breaks off., (Ultra Moon)Shellder, in its greed to suck out more and more sweetness from Slowbro’s tail, has metamorphosed into a spiral-shaped shell., (Let's Go Pikachu&Let's Go Eevee)Lives lazily by the sea. If the Shellder on its tail comes off, it becomes a Slowpoke again., (Sword)Slowpoke became Slowbro when a Shellder bit on to its tail. Sweet flavors seeping from the tail make the Shellder feel as if its life is a dream., (Shield)Being bitten by a Shellder shocked this Pokémon into standing on two legs. If the Shellder lets go, it seems Slowbro will turn back into a Slowpoke., (Brilliant Diamond&Shining Pearl)Though usually dim-witted, it seems to become inspired if the Shellder on its tail bites down., (Scarlet)When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro., (Violet)If the tail-biting Shellder is thrown off in a harsh battle, this Pokémon reverts to being an ordinary Slowpoke.",https://pokemondb.net/pokedex/slowbro
0081,1,Magnemite,코일,Electric,Steel,Magnet Pokemon,0.3,6.0,,,,,,,,,,"(Red&Blue)Uses anti-gravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves., (Yellow)It is born with the ability to defy gravity. It floats in air on powerful electromagnetic waves., (Gold)It is attracted by electromagnetic waves. It may approach trainers if they are using their POKéGEAR., (Silver)The units at the sides of its body generate antigravity energy to keep it aloft in the air., (Crystal)The electricity emitted by the units on each side of its body cause it to become a strong magnet., (Ruby)MAGNEMITE attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this POKéMON clinging to the breaker box., (Sapphire)MAGNEMITE floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This POKéMON becomes incapable of flight if its internal electrical supply is depleted., (FireRed)It moves while constantly hovering. It discharges THUNDER WAVE and so on from the units at its sides., (LeafGreen)Uses antigravity to stay suspended. Appears without warning and uses THUNDER WAVE and similar moves., (Emerald)The units at its sides are extremely powerful magnets. They generate enough magnetism to draw in iron objects from over 300 feet away., (Diamond&Pearl)The units at its sides generate electromagnetic waves that keep it airborne. It feeds on electricity., (Platinum)The faster the units at its sides rotate, the greater the magnetic force they generate., (HeartGold)It is attracted by electromagnetic waves. It may approach Trainers if they are using their Pokégear., (SoulSilver)The units at the sides of its body generate antigravity energy to keep it aloft in the air., (Black&White)The faster the units at its sides rotate, the greater the magnetic force they generate., (Black 2&White 2)The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float., (X)The units at the sides of its body generate antigravity energy to keep it aloft in the air., (Y)It moves while constantly hovering. It discharges Thunder Wave and so on from the units at its sides., (Omega Ruby)Magnemite attaches itself to power lines to feed on electricity. If your house has a power outage, check your circuit breakers. You may find a large number of this Pokémon clinging to the breaker box., (Alpha Sapphire)Magnemite floats in the air by emitting electromagnetic waves from the units at its sides. These waves block gravity. This Pokémon becomes incapable of flight if its internal electrical supply is depleted., (Sun)They gather in places where electricity is available. They can be found clinging to the steel towers used to support power lines., (Moon)It sends out electromagnetic waves, which let it float through the air. Touching it while it’s eating electricity will give you a full-body shock., (Ultra Sun)It’s frequently the cause of power outages, which is why some power plants send out electrical signals that it can’t stand., (Ultra Moon)Perhaps because electrical lines are often buried these days, the number of Magnemite attacks on power plants has increased., (Let's Go Pikachu&Let's Go Eevee)It is hatched with the ability to defy gravity. It floats while emitting powerful electromagnetic waves., (Sword)At times, Magnemite runs out of electricity and ends up on the ground. If you give batteries to a grounded Magnemite, it’ll start moving again., (Shield)It subsists on electricity. As Magnemite flies, it emits electromagnetic waves from the units on each side of its body., (Brilliant Diamond&Shining Pearl)The units at its sides generate electromagnetic waves that keep it airborne. It feeds on electricity., (Legends: Arceus)A bizarre Pokémon with but a single eye embedded in an iron sphere. I suspect this creature levitates due to the magnetism it emits from its arms, which resemble horseshoe-shaped magnets., (Scarlet)The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float., (Violet)It moves while constantly hovering. It discharges electromagnetic waves and so on from the units at its sides.",https://pokemondb.net/pokedex/magnemite
0082,1,Magneton,레어코일,Electric,Steel,Magnet Pokemon,1.0,60.0,,,,,,,,,,"(Red&Blue)Formed by several MAGNEMITEs linked together. They frequently appear when sunspots flare up., (Yellow)Generates strange radio signals. It raises the temperature by 3.6F degrees within 3,300 feet., (Gold)Three MAGNEMITE are linked by a strong magnetic force. Earaches will occur if you get too close., (Silver)The MAGNEMITE are united by a magnetism so powerful, it dries all moisture in its vicinities., (Crystal)When many MAGNETON gather together, the resulting magnetic storm disrupts radio waves., (Ruby)MAGNETON emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this POKéMON., (Sapphire)MAGNETON emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this POKéMON inside a POKé BALL., (FireRed)A linked cluster formed of several MAGNEMITE. It discharges powerful magnetic waves at high voltage., (LeafGreen)Formed by several MAGNEMITE linked together. They frequently appear when sunspots flare up., (Emerald)It is actually three MAGNEMITE linked by magnetism. It generates powerful radio waves that raise temperatures by 3.6 degrees F within a 3,300-foot radius., (Diamond&Pearl)It is actually three MAGNEMITE linked by magnetism. A group can set off a magnetic storm., (Platinum)Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly., (HeartGold)Three MAGNEMITE are linked by a strong magnetic force. Earaches will occur if you get too close., (SoulSilver)The MAGNEMITE are united by a magnetism so powerful, it dries all moisture in its vicinity., (Black&White)Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly., (Black 2&White 2)The stronger electromagnetic waves from the three linked Magnemite are enough to dry out surrounding moisture., (X)A linked cluster formed of several Magnemite. It discharges powerful magnetic waves at high voltage., (Y)Generates strange radio signals. It raises the temperature by 3.6 degrees Fahrenheit within 3,300 feet., (Omega Ruby)Magneton emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this Pokémon., (Alpha Sapphire)Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball., (Sun)When three Magnemite link together, their brains also become one. They do not become three times more intelligent., (Moon)It has about three times the electrical power of Magnemite. For some reason, outbreaks of this Pokémon happen when lots of sunspots appear., (Ultra Sun)Delicate equipment can malfunction in areas inhabited by Magneton, which send out mysterious electrical signals., (Ultra Moon)When rain clouds form, many Magneton gather in high places to wait for lightning to strike., (Let's Go Pikachu&Let's Go Eevee)Generates strange radio signals. It raises the temperature by 3.6 degrees Fahrenheit within 3,300 feet., (Sword)This Pokémon is three Magnemite that have linked together. Magneton sends out powerful radio waves to study its surroundings., (Shield)This Pokémon is constantly putting out a powerful magnetic force. Most computers go haywire when a Magneton approaches., (Brilliant Diamond&Shining Pearl)A Magneton is actually three Magnemite linked by magnetism. A group of these Pokémon can set off a magnetic storm., (Legends: Arceus)Three Magnemite gathered to evolve into this Pokémon. The source of much vexation on my part, as its powerful magnetism destroys my research equipment., (Scarlet)Three Magnemite are linked by a strong magnetic force. Earaches will occur if you get too close., (Violet)They’re formed by several Magnemite linked together. They frequently appear when sunspots flare up.",https://pokemondb.net/pokedex/magneton
0083,1,Farfetch'd,파오리,Normal,Flying,Wild Duck Pokemon,0.8,15.0,,,,,,,,,,"(Red&Blue)The sprig of green onions it holds is its weapon. It is used much like a metal sword., (Yellow)Lives where reedy plants grow. They are rarely seen, so it’s thought their numbers are decreasing., (Gold)If anyone tries to disturb where the essential plant sticks grow, it uses its own stick to thwart them., (Silver)If it eats the plant stick it carries as emergency rations, it runs off in search of a new stick., (Crystal)In order to prevent their extinction, more people have made an effort to breed these POKéMON., (Ruby&Sapphire)FARFETCH’D is always seen with a stick from a plant of some sort. Apparently, there are good sticks and bad sticks. This POKéMON has been known to fight with others over sticks., (FireRed)It always walks about with a plant stalk clamped in its beak. The stalk is used for building its nest., (LeafGreen)The plant stalk it holds is its weapon. The stalk is used like a sword to cut all sorts of things., (Emerald)It is always seen with a stick from a plant. Apparently, there are good sticks and bad sticks. This POKéMON occasionally fights with others over choice sticks., (Diamond&Pearl&Platinum)It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life., (HeartGold)If anyone tries to disturb where the essential plant stalks grow, it uses its own stalk to thwart them., (SoulSilver)If it eats the plant stalk it carries as emergency rations, it runs off in search of a new stalk., (Black&White&Black 2&White 2)It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life., (X)The plant stalk it holds is its weapon. The stalk is used like a sword to cut all sorts of things., (Y)It always walks about with a plant stalk clamped in its beak. The stalk is used for building its nest., (Omega Ruby&Alpha Sapphire)Farfetch’d is always seen with a stalk from a plant of some sort. Apparently, there are good stalks and bad stalks. This Pokémon has been known to fight with others over stalks., (Let's Go Pikachu&Let's Go Eevee)They live where reedy plants grow. Farfetch’d are rarely seen, so it’s thought their numbers are decreasing., (Sword)The stalk this Pokémon carries in its wings serves as a sword to cut down opponents. In a dire situation, the stalk can also serve as food., (Shield)They use a plant stalk as a weapon, but not all of them use it in the same way. Several distinct styles of stalk fighting have been observed., (Brilliant Diamond&Shining Pearl)It can’t live without the stalk it holds. That’s why it defends the stalk from attackers with its life.",https://pokemondb.net/pokedex/farfetchd
0084,1,Doduo,두두,Normal,Flying,Twin Bird Pokemon,1.4,39.2,,,,,,,,,,"(Red&Blue)A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints., (Yellow)Its short wings make flying difficult. Instead, this POKéMON runs at high speed on developed legs., (Gold)By alternately raising and lowering its two heads, it balances itself to be more stable while running., (Silver)It races through grassy plains with powerful strides, leaving footprints up to four inches deep., (Crystal)It lives on a grassy plain where it can see a long way. If it sees an enemy, it runs away at 60 mph., (Ruby)DODUO’s two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps., (Sapphire)DODUO’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this POKéMON possessing different sets of brains., (FireRed)A two-headed POKéMON that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour., (LeafGreen)A bird that makes up for its poor flying with its fast foot speed. Leaves giant footprints., (Emerald)Even while eating or sleeping, one of the heads remains always vigilant for any sign of danger. When threatened, it flees at over 60 miles per hour., (Diamond&Pearl&Platinum)The brains in its two heads appear to communicate emotions to each other with a telepathic power., (HeartGold)By alternately raising and lowering its two heads, it balances itself to be more stable while running., (SoulSilver)It races through grassy plains with powerful strides, leaving footprints up to four inches deep., (Black&White&Black 2&White 2)The brains in its two heads appear to communicate emotions to each other with a telepathic power., (X)A two-headed Pokémon that was discovered as a sudden mutation. It runs at a pace of over 60 miles per hour., (Y)The brains in its two heads appear to communicate emotions to each other with a telepathic power., (Omega Ruby)Doduo’s two heads never sleep at the same time. Its two heads take turns sleeping, so one head can always keep watch for enemies while the other one sleeps., (Alpha Sapphire)Doduo’s two heads contain completely identical brains. A scientific study reported that on rare occasions, there will be examples of this Pokémon possessing different sets of brains., (Let's Go Pikachu&Let's Go Eevee)Its short wings make flying difficult. Instead, this Pokémon runs at high speed on developed legs., (Brilliant Diamond&Shining Pearl)The brains in its two heads appear to communicate emotions to each other with a telepathic power.",https://pokemondb.net/pokedex/doduo
0085,1,Dodrio,두트리오,Normal,Flying,Triple Bird Pokemon,1.8,85.2,,,,,,,,,,"(Red&Blue)Uses its three brains to execute complex plans. While two heads sleep, one head stays awake., (Yellow)One of DODUO’s 2 heads splits to form a unique species. It runs close to 40 MPH in prairies., (Gold)It collects data  and plans three times as wisely, but it may think too much and become immobilized., (Silver)If one of the heads gets to eat, the others will be satisfied, too, and they will stop squabbling., (Crystal)An enemy that takes its eyes off any of the three heads--even for a second--will get pecked severely., (Ruby)Watch out if DODRIO’s three heads are looking in three separate directions. It’s a sure sign that it is on its guard. Don’t go near this POKéMON if it’s being wary - it may decide to peck you., (Sapphire)Apparently, the heads aren’t the only parts of the body that DODRIO has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest., (FireRed)An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger., (LeafGreen)Uses its three brains to execute complex plans. While two heads sleep, one head is said to stay awake., (Emerald)A peculiar POKéMON species with three heads. It vigorously races across grassy plains even in arid seasons with little rainfall., (Diamond&Pearl&Platinum)When DODUO evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph., (HeartGold)It collects data and plans three times as wisely, but it may think too much and fall into a state of immobility., (SoulSilver)If one of the heads gets to eat, the others will be satisfied, too, and they will stop squabbling., (Black&White&Black 2&White 2)When Doduo evolves into this odd breed, one of its heads splits into two. It runs at nearly 40 mph., (X)An enemy that takes its eyes off any of the three heads--even for a second--will get pecked severely., (Y)An odd species that is rarely found. The three heads respectively represent joy, sadness, and anger., (Omega Ruby)Watch out if Dodrio’s three heads are looking in three separate directions. It’s a sure sign that it is on its guard. Don’t go near this Pokémon if it’s being wary—it may decide to peck you., (Alpha Sapphire)Apparently, the heads aren’t the only parts of the body that Dodrio has three of. It has three sets of hearts and lungs as well, so it is capable of running long distances without rest., (Let's Go Pikachu&Let's Go Eevee)One of Doduo’s two heads splits to form a unique species. It runs close to 40 mph in prairies., (Brilliant Diamond&Shining Pearl)When Doduo evolves into this odd breed, one of its heads splits into two. This Pokémon runs at nearly 40 mph.",https://pokemondb.net/pokedex/dodrio
0086,1,Seel,쥬쥬,Water,,Sea Lion Pokemon,1.1,90.0,,,,,,,,,,"(Red&Blue)The protruding horn on its head is very hard. It is used for bashing through thick ice., (Yellow)Loves freezing cold conditions. Relishes swimming in a frigid climate of around 14F degrees., (Gold)Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas., (Silver)In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims., (Crystal)The light blue fur that covers it keeps it protected against the cold. It loves iceberg-filled oceans., (Ruby&Sapphire)SEEL hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head., (FireRed)Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of minus 40 degrees Fahrenheit., (LeafGreen)The protruding horn on its head is very hard. It is used for bashing through thick icebergs., (Emerald)SEEL hunt for prey in frigid, ice-covered seas. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head., (Diamond&Pearl&Platinum)A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice., (HeartGold)Although it can’t walk well on land, it is a graceful swimmer. It especially loves being in frigid seas., (SoulSilver)In daytime, it is often found asleep on the seabed in shallow waters. Its nostrils close while it swims., (Black&White)A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice., (Black 2&White 2)The colder it gets, the better it feels. It joyfully swims around oceans so cold that they are filled with floating ice., (X)A Pokémon that lives on icebergs. It swims in the sea using the point on its head to break up ice., (Y)Covered with light blue fur, its hide is thick and tough. It is active in bitter cold of -40 degrees Fahrenheit., (Omega Ruby&Alpha Sapphire)Seel hunts for prey in the frigid sea underneath sheets of ice. When it needs to breathe, it punches a hole through the ice with the sharply protruding section of its head., (Ultra Sun)It has always been supposed that Seel live only in cold seas. Their having shown up in Alola is a mystery., (Ultra Moon)Thanks to its thick fat, cold seas don’t bother it at all, but it gets tired pretty easily in warm waters., (Let's Go Pikachu&Let's Go Eevee)Loves freezing-cold conditions. Relishes swimming in a frigid climate of around 14 degrees Fahrenheit., (Brilliant Diamond&Shining Pearl)This Pokémon lives on icebergs. It uses the sharp point on its head to break up ice as it swims in the sea.",https://pokemondb.net/pokedex/seel
